Date           ,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
10-07-2024,8.01.00 PM,CNR7103761124,Driver Not Found,CID674742,Bike,Rajajinagar,JP Nagar,NA,NA,NA,NA,NA,NA,742,NA,0,0,0
03-07-2024,11.05.00 PM,CNR6585703917,Success,CID397507,Auto,HSR Layout,Indiranagar,280,105,NA,NA,Yes,Customer Demand,489,Cash,2,4.8,4.4
21-07-2024,9.59.00 AM,CNR3296240325,Success,CID133645,eBike,Whitefield,Hennur,182,100,NA,NA,No,NA,506,Cash,31,3.6,4.9
14-07-2024,3.57.00 AM,CNR8223523166,Driver Not Found,CID437999,Bike,Whitefield,Mysore Road,NA,NA,NA,NA,NA,NA,601,NA,0,0,0
01-07-2024,6.47.00 AM,CNR9735660911,Success,CID838803,Prime SUV,Bannerghatta Road,Yelahanka,217,115,NA,NA,No,NA,379,UPI,27,3.4,3.8
07-07-2024,10.18.00 PM,CNR4329982789,Canceled by Customer,CID588544,Bike,Varthur,Ulsoor,NA,NA,AC is Not working,NA,NA,NA,241,NA,0,0,0
15-07-2024,10.30.00 PM,CNR9701922914,Driver Not Found,CID146349,eBike,Padmanabhanagar,Ulsoor,NA,NA,NA,NA,NA,NA,204,NA,0,0,0
24-07-2024,9.04.00 PM,CNR3324553934,Canceled by Driver,CID938083,Bike,Jayanagar,Chickpet,NA,NA,NA,Customer was coughing/sick,NA,NA,482,NA,0,0,0
27-07-2024,12.50.00 PM,CNR3591025608,Success,CID333175,Bike,Malleshwaram,Kadugodi,203,85,NA,NA,No,NA,577,Cash,17,3.4,3.5
20-07-2024,4.55.00 PM,CNR7301600524,Canceled by Customer,CID294615,Auto,KR Puram,Hebbal,NA,NA,AC is Not working,NA,NA,NA,892,NA,0,0,0
30-07-2024,5.13.00 PM,CNR4776471359,Canceled by Customer,CID479951,eBike,Hosur Road,Jayanagar,NA,NA,Driver asked to cancel,NA,NA,NA,674,NA,0,0,0
28-07-2024,1.42.00 PM,CNR3700416786,Canceled by Customer,CID160458,Prime SUV,Shivajinagar,Electronic City,NA,NA,Change of plans,NA,NA,NA,447,NA,0,0,0
11-07-2024,7.33.00 AM,CNR3462340628,Canceled by Driver,CID239124,Prime SUV,RT Nagar,Malleshwaram,NA,NA,NA,More than permitted people in there,NA,NA,148,NA,0,0,0
28-07-2024,6.18.00 PM,CNR5219382157,Canceled by Driver,CID229314,Prime SUV,Basavanagudi,Shantinagar,NA,NA,NA,More than permitted people in there,NA,NA,101,NA,0,0,0
02-07-2024,3.13.00 PM,CNR4165442717,Driver Not Found,CID746578,eBike,Chamarajpet,Richmond Town,NA,NA,NA,NA,NA,NA,231,NA,0,0,0
01-07-2024,7.03.00 PM,CNR1759069706,Success,CID943819,Bike,Yeshwanthpur,Indiranagar,231,30,NA,NA,No,NA,172,UPI,5,3.1,3.1
25-07-2024,1.41.00 AM,CNR1998845379,Success,CID587485,Auto,Majestic,Bannerghatta Road,77,60,NA,NA,No,NA,186,UPI,18,3.2,4.3
10-07-2024,10.55.00 PM,CNR4936120069,Success,CID888986,Auto,Cox Town,Vijayanagar,217,75,NA,NA,No,NA,943,UPI,8,4.3,4.9
19-07-2024,4.23.00 AM,CNR3611954724,Canceled by Customer,CID835376,Bike,Mysore Road,Hennur,NA,NA,Wrong Address,NA,NA,NA,255,NA,0,0,0
14-07-2024,11.27.00 PM,CNR7597276757,Driver Not Found,CID788243,Prime SUV,Peenya,Malleshwaram,NA,NA,NA,NA,NA,NA,121,NA,0,0,0
04-07-2024,8.49.00 PM,CNR6716480946,Canceled by Driver,CID709344,Mini,Nagarbhavi,Varthur,NA,NA,NA,Customer was coughing/sick,NA,NA,255,NA,0,0,0
04-07-2024,1.43.00 PM,CNR6482129028,Success,CID367560,Prime SUV,Frazer Town,Sarjapur Road,112,115,NA,NA,No,NA,2109,Cash,2,3.1,4.5
27-07-2024,5.05.00 AM,CNR6666854548,Success,CID956886,Bike,Yelahanka,Hosur Road,42,90,NA,NA,No,NA,415,Cash,4,4.1,3.2
20-07-2024,9.28.00 PM,CNR9333273492,Success,CID604552,Prime Sedan,Chickpet,Majestic,105,115,NA,NA,No,NA,594,UPI,21,4.1,4.6
17-07-2024,4.19.00 PM,CNR3920498221,Driver Not Found,CID266826,Prime Sedan,Electronic City,Shantinagar,NA,NA,NA,NA,NA,NA,984,NA,0,0,0
16-07-2024,4.04.00 PM,CNR8705137963,Success,CID925665,Auto,Bellandur,BTM Layout,147,70,NA,NA,No,NA,727,UPI,12,3.1,4.8
11-07-2024,11.32.00 AM,CNR8273757466,Success,CID743092,eBike,JP Nagar,Richmond Town,112,125,NA,NA,No,NA,515,Cash,25,4.3,4.4
06-07-2024,11.26.00 AM,CNR3132012889,Canceled by Driver,CID969345,Auto,Yelahanka,Basavanagudi,NA,NA,NA,Personal & Car related issue,NA,NA,848,NA,0,0,0
03-07-2024,10.41.00 AM,CNR4759587059,Success,CID274425,Mini,Padmanabhanagar,JP Nagar,231,35,NA,NA,No,NA,997,UPI,40,3.8,3.1
25-07-2024,3.57.00 PM,CNR5983043846,Success,CID608437,Mini,Hebbal,BTM Layout,217,130,NA,NA,No,NA,191,UPI,1,3.3,3.6
04-07-2024,3.04.00 AM,CNR7848570023,Success,CID941682,eBike,Yeshwanthpur,Magadi Road,168,125,NA,NA,No,NA,996,UPI,34,3.3,3.8
29-07-2024,9.16.00 AM,CNR6296806775,Driver Not Found,CID515549,Bike,Kammanahalli,Mysore Road,NA,NA,NA,NA,NA,NA,378,NA,0,0,0
06-07-2024,3.45.00 PM,CNR1105102697,Driver Not Found,CID657524,Mini,JP Nagar,Ulsoor,NA,NA,NA,NA,NA,NA,218,NA,0,0,0
16-07-2024,2.29.00 AM,CNR5208477487,Canceled by Driver,CID395323,eBike,RT Nagar,RT Nagar,NA,NA,NA,Personal & Car related issue,NA,NA,256,NA,0,0,0
07-07-2024,1.16.00 PM,CNR2784806529,Success,CID264448,Prime Sedan,Magadi Road,Cox Town,301,145,NA,NA,No,NA,342,UPI,13,3.7,3.4
22-07-2024,8.15.00 AM,CNR9158255048,Success,CID423833,Prime SUV,Koramangala,Richmond Town,49,105,NA,NA,No,NA,445,Cash,2,5,3.3
04-07-2024,1.48.00 PM,CNR3074008264,Canceled by Driver,CID490562,Prime SUV,HSR Layout,Kengeri,NA,NA,NA,Personal & Car related issue,NA,NA,403,NA,0,0,0
19-07-2024,8.13.00 AM,CNR2344843448,Success,CID416862,eBike,Yelahanka,Hennur,133,140,NA,NA,No,NA,327,Cash,39,3.9,4
10-07-2024,5.46.00 AM,CNR3107130785,Success,CID775806,Auto,Rajarajeshwari Nagar,Frazer Town,273,60,NA,NA,No,NA,796,Cash,10,3.4,4.6
10-07-2024,10.27.00 PM,CNR5096526505,Success,CID810868,Bike,Jayanagar,Nagarbhavi,245,90,NA,NA,No,NA,371,Cash,46,4.3,4.2
22-07-2024,12.17.00 AM,CNR5356461401,Success,CID974686,Bike,Bellandur,Mysore Road,77,85,NA,NA,No,NA,209,Credit Card,27,4.5,4.3
19-07-2024,7.03.00 AM,CNR6230414626,Canceled by Customer,CID143850,Prime Sedan,Tumkur Road,Malleshwaram,NA,NA,Change of plans,NA,NA,NA,2008,NA,0,0,0
23-07-2024,4.15.00 PM,CNR9848023419,Canceled by Customer,CID200911,Auto,Langford Town,Hulimavu,NA,NA,Change of plans,NA,NA,NA,255,NA,0,0,0
21-07-2024,8.06.00 PM,CNR3246542979,Success,CID663499,eBike,Mysore Road,Indiranagar,42,50,NA,NA,No,NA,101,UPI,17,3.4,3.1
04-07-2024,3.08.00 AM,CNR7874049610,Success,CID236414,Prime Plus,Sahakar Nagar,HSR Layout,203,100,NA,NA,No,NA,960,UPI,44,3.2,4.7
28-07-2024,6.24.00 PM,CNR6035501952,Success,CID398994,Prime Sedan,Indiranagar,Hebbal,308,135,NA,NA,No,NA,169,UPI,17,3.1,3.1
18-07-2024,12.52.00 PM,CNR4481374455,Success,CID499189,Prime Plus,Electronic City,Marathahalli,294,105,NA,NA,No,NA,679,UPI,34,4,4.5
24-07-2024,3.45.00 PM,CNR2357234097,Success,CID515000,Auto,Chamarajpet,JP Nagar,245,25,NA,NA,No,NA,554,UPI,5,3,4.9
21-07-2024,1.34.00 PM,CNR2039847064,Canceled by Driver,CID703018,Bike,Padmanabhanagar,Ramamurthy Nagar,NA,NA,NA,Customer related issue,NA,NA,155,NA,0,0,0
14-07-2024,5.31.00 PM,CNR5966858733,Success,CID206866,Auto,Rajajinagar,Richmond Town,84,105,NA,NA,No,NA,329,Cash,6,3.3,4
15-07-2024,1.31.00 PM,CNR7903784728,Success,CID139760,Prime Plus,Kengeri,Sarjapur Road,63,125,NA,NA,No,NA,107,UPI,39,3.3,4.9
18-07-2024,12.19.00 PM,CNR8347955381,Success,CID732747,Bike,Jayanagar,Kengeri,287,25,NA,NA,No,NA,312,UPI,29,4.1,4.4
14-07-2024,7.52.00 AM,CNR2832086626,Success,CID295295,Prime Sedan,Koramangala,Sahakar Nagar,126,80,NA,NA,No,NA,280,Cash,36,4.7,3.9
20-07-2024,5.44.00 AM,CNR4998197969,Success,CID223930,Prime SUV,Shivajinagar,Sahakar Nagar,56,55,NA,NA,No,NA,650,Cash,36,4.7,4.8
29-07-2024,9.42.00 AM,CNR6156105428,Driver Not Found,CID478161,Prime Sedan,Richmond Town,Sarjapur Road,NA,NA,NA,NA,NA,NA,666,NA,0,0,0
19-07-2024,9.32.00 PM,CNR5096259907,Canceled by Driver,CID713572,eBike,JP Nagar,Hebbal,NA,NA,NA,Personal & Car related issue,NA,NA,176,NA,0,0,0
27-07-2024,7.25.00 AM,CNR9122241273,Success,CID562063,Auto,Tumkur Road,Devanahalli,84,135,NA,NA,No,NA,496,Cash,8,4.7,3.6
22-07-2024,12.58.00 AM,CNR1676719178,Success,CID963660,Mini,Kammanahalli,Padmanabhanagar,91,30,NA,NA,No,NA,317,Credit Card,47,4.9,3.3
20-07-2024,9.16.00 PM,CNR5524915002,Success,CID450098,Auto,Frazer Town,KR Puram,280,130,NA,NA,No,NA,962,Cash,11,4.5,3
07-07-2024,12.22.00 PM,CNR5958445056,Canceled by Driver,CID446941,eBike,Langford Town,Majestic,NA,NA,NA,More than permitted people in there,NA,NA,642,NA,0,0,0
30-07-2024,11.53.00 AM,CNR3211877735,Success,CID743117,Prime Sedan,Cox Town,HSR Layout,287,70,NA,NA,No,NA,228,Cash,23,4.8,3.4
16-07-2024,5.46.00 PM,CNR9388107682,Canceled by Customer,CID840346,Prime Sedan,Mysore Road,Indiranagar,NA,NA,Driver is not moving towards pickup location,NA,NA,NA,216,NA,0,0,0
09-07-2024,6.53.00 AM,CNR1998613771,Success,CID884765,eBike,Mysore Road,Chickpet,168,100,NA,NA,No,NA,477,Credit Card,41,3.2,4
14-07-2024,2.28.00 AM,CNR6923677666,Driver Not Found,CID124935,Bike,Majestic,Chamarajpet,NA,NA,NA,NA,NA,NA,277,NA,0,0,0
26-07-2024,10.49.00 PM,CNR1852454738,Driver Not Found,CID781523,Prime SUV,Banashankari,Bannerghatta Road,NA,NA,NA,NA,NA,NA,601,NA,0,0,0
12-07-2024,12.04.00 PM,CNR2441774613,Canceled by Customer,CID166563,Bike,Shivajinagar,KR Puram,NA,NA,AC is Not working,NA,NA,NA,258,NA,0,0,0
07-07-2024,12.22.00 AM,CNR3551606226,Success,CID115356,Bike,Langford Town,Bannerghatta Road,140,55,NA,NA,No,NA,345,Cash,43,4.8,4.6
28-07-2024,8.08.00 AM,CNR9266238014,Success,CID180424,Prime SUV,RT Nagar,JP Nagar,126,35,NA,NA,No,NA,104,Cash,29,4.2,3
16-07-2024,3.40.00 PM,CNR3178581771,Success,CID406782,Prime SUV,Yeshwanthpur,KR Puram,154,75,NA,NA,Yes,Customer Demand,780,UPI,43,3.3,4.4
21-07-2024,10.04.00 PM,CNR6630122956,Success,CID485217,Prime Plus,Shantinagar,Sarjapur Road,70,45,NA,NA,No,NA,488,Cash,42,4.4,3.8
04-07-2024,7.10.00 AM,CNR6481461779,Success,CID418305,eBike,Sahakar Nagar,Sarjapur Road,182,95,NA,NA,No,NA,349,Cash,45,4.3,4.2
23-07-2024,1.19.00 AM,CNR9827470995,Canceled by Customer,CID791004,Auto,Rajajinagar,Hebbal,NA,NA,Change of plans,NA,NA,NA,303,NA,0,0,0
18-07-2024,4.03.00 AM,CNR7059118300,Success,CID846189,Prime Sedan,Ramamurthy Nagar,Cox Town,266,55,NA,NA,No,NA,458,UPI,47,3.2,3.8
07-07-2024,10.03.00 PM,CNR9098980512,Success,CID778985,Prime Plus,Koramangala,Hennur,196,105,NA,NA,No,NA,203,Cash,39,3.5,3.1
04-07-2024,4.48.00 AM,CNR5075935226,Driver Not Found,CID310944,Prime SUV,Majestic,Sahakar Nagar,NA,NA,NA,NA,NA,NA,2695,NA,0,0,0
27-07-2024,6.48.00 PM,CNR9114796293,Success,CID377604,Prime SUV,Jayanagar,Shivajinagar,308,120,NA,NA,No,NA,472,Cash,16,3.2,3.7
28-07-2024,6.28.00 AM,CNR1336073950,Success,CID663645,Prime Plus,Marathahalli,Richmond Town,287,115,NA,NA,No,NA,657,UPI,41,4.2,4.8
18-07-2024,6.24.00 AM,CNR9890176683,Success,CID550893,eBike,Kadugodi,Whitefield,203,90,NA,NA,No,NA,747,UPI,16,3.8,4.8
11-07-2024,10.34.00 PM,CNR9246105731,Success,CID411471,Prime Sedan,Magadi Road,Langford Town,210,90,NA,NA,No,NA,114,UPI,36,4.1,4.7
18-07-2024,3.08.00 PM,CNR1263936541,Success,CID206428,Auto,Yeshwanthpur,Rajajinagar,189,75,NA,NA,No,NA,137,UPI,1,4.7,3.7
20-07-2024,8.57.00 AM,CNR7582255360,Success,CID238250,Bike,Ulsoor,Kadugodi,280,25,NA,NA,Yes,Vehicle Breakdown,202,Cash,28,3.1,3.4
26-07-2024,1.04.00 AM,CNR8874870004,Success,CID762012,Auto,Bellandur,Koramangala,259,135,NA,NA,No,NA,771,Cash,16,4.6,4.7
26-07-2024,10.38.00 PM,CNR2087486954,Success,CID239020,eBike,Chamarajpet,Kengeri,231,90,NA,NA,No,NA,849,Cash,37,3.8,3
03-07-2024,5.37.00 PM,CNR8745813955,Canceled by Driver,CID101380,Prime SUV,Vijayanagar,Padmanabhanagar,NA,NA,NA,Customer was coughing/sick,NA,NA,849,NA,0,0,0
07-07-2024,4.08.00 AM,CNR7237276647,Success,CID123698,Mini,KR Puram,Varthur,35,140,NA,NA,No,NA,402,UPI,45,4.5,5
25-07-2024,6.13.00 PM,CNR3538574363,Success,CID368004,Prime SUV,Hennur,Cox Town,203,90,NA,NA,No,NA,269,Cash,40,3.2,4.2
15-07-2024,6.26.00 AM,CNR4923629923,Canceled by Driver,CID176320,Auto,Jayanagar,Langford Town,NA,NA,NA,More than permitted people in there,NA,NA,296,NA,0,0,0
21-07-2024,1.49.00 PM,CNR5060999775,Success,CID982967,Auto,Chickpet,Shivajinagar,217,145,NA,NA,No,NA,397,Cash,18,3.5,4.6
30-07-2024,6.52.00 PM,CNR4550726008,Driver Not Found,CID586918,Prime Sedan,Langford Town,Chamarajpet,NA,NA,NA,NA,NA,NA,391,NA,0,0,0
12-07-2024,8.54.00 AM,CNR6155120699,Success,CID865431,Prime SUV,Tumkur Road,Devanahalli,196,110,NA,NA,No,NA,347,Cash,9,4.9,3.8
14-07-2024,2.20.00 PM,CNR8595494218,Success,CID688235,Auto,Hosur Road,Rajajinagar,154,100,NA,NA,No,NA,290,UPI,17,3.3,4.1
05-07-2024,7.28.00 AM,CNR6147414992,Success,CID234124,Prime Plus,Sahakar Nagar,Electronic City,217,55,NA,NA,No,NA,478,UPI,4,4.3,4
24-07-2024,11.08.00 PM,CNR3929678886,Success,CID797298,eBike,Hennur,KR Puram,105,75,NA,NA,No,NA,264,Cash,27,3.2,3.6
03-07-2024,9.20.00 AM,CNR1780998824,Success,CID410087,Prime Plus,Frazer Town,Ramamurthy Nagar,196,95,NA,NA,No,NA,324,Cash,49,4.8,3.3
15-07-2024,4.41.00 PM,CNR7710804440,Driver Not Found,CID820541,Prime Sedan,RT Nagar,Bannerghatta Road,NA,NA,NA,NA,NA,NA,438,NA,0,0,0
06-07-2024,11.54.00 AM,CNR8105903458,Success,CID930699,Prime SUV,Bellandur,Kengeri,287,65,NA,NA,No,NA,285,Cash,8,4.2,4.8
07-07-2024,5.26.00 PM,CNR4672172755,Success,CID129124,Prime Sedan,Banashankari,Whitefield,217,135,NA,NA,No,NA,493,UPI,5,4.3,4.2
30-07-2024,4.48.00 PM,CNR5272594548,Canceled by Driver,CID627109,Prime Plus,KR Puram,Marathahalli,NA,NA,NA,Customer was coughing/sick,NA,NA,470,NA,0,0,0
04-07-2024,9.47.00 PM,CNR8535011317,Success,CID520411,Bike,Nagarbhavi,Bannerghatta Road,210,90,NA,NA,Yes,Customer Demand,155,UPI,27,4.5,3.2
01-07-2024,6.01.00 AM,CNR6548861474,Success,CID523299,Bike,Varthur,Magadi Road,280,60,NA,NA,No,NA,139,Cash,31,3.7,3.6
17-07-2024,5.43.00 PM,CNR3096920957,Success,CID738485,Auto,Devanahalli,Indiranagar,280,25,NA,NA,No,NA,2851,UPI,2,3.8,3.4
24-07-2024,11.02.00 PM,CNR6844255970,Canceled by Customer,CID476455,eBike,Ramamurthy Nagar,Tumkur Road,NA,NA,Wrong Address,NA,NA,NA,2638,NA,0,0,0
24-07-2024,11.37.00 AM,CNR5106611023,Success,CID459050,Prime Sedan,MG Road,Hosur Road,147,95,NA,NA,Yes,Other Issue,426,UPI,15,3.9,3.9
08-07-2024,5.54.00 PM,CNR4676885596,Success,CID586363,Mini,Hebbal,Marathahalli,196,105,NA,NA,No,NA,579,Cash,20,3.5,3.6
02-07-2024,1.37.00 PM,CNR8282607088,Success,CID421931,Mini,Jayanagar,Yeshwanthpur,175,145,NA,NA,No,NA,358,Cash,42,4.1,4.6
21-07-2024,12.00.00 PM,CNR7249326192,Success,CID719773,Bike,Majestic,Rajarajeshwari Nagar,105,110,NA,NA,No,NA,165,UPI,37,3.7,4.5
16-07-2024,10.06.00 PM,CNR5961372525,Driver Not Found,CID339674,Auto,Peenya,Richmond Town,NA,NA,NA,NA,NA,NA,2684,NA,0,0,0
28-07-2024,1.39.00 AM,CNR5743469846,Success,CID947691,Prime Sedan,Nagarbhavi,Ramamurthy Nagar,301,125,NA,NA,No,NA,145,Credit Card,3,3.6,3.2
15-07-2024,6.16.00 AM,CNR7807535423,Success,CID912142,Prime Plus,Basavanagudi,RT Nagar,70,75,NA,NA,No,NA,336,UPI,13,3.9,3.4
20-07-2024,9.29.00 AM,CNR7127343811,Success,CID440642,Prime SUV,Hulimavu,Sarjapur Road,42,40,NA,NA,Yes,Vehicle Breakdown,589,Cash,10,4,4.5
28-07-2024,9.41.00 AM,CNR8143996976,Success,CID263485,Prime Plus,Hulimavu,Richmond Town,70,125,NA,NA,No,NA,184,UPI,19,3.9,4.2
22-07-2024,7.49.00 AM,CNR8265796055,Success,CID667686,eBike,Chickpet,Whitefield,245,60,NA,NA,No,NA,250,UPI,3,5,4.8
21-07-2024,1.56.00 AM,CNR2731832411,Success,CID838782,Prime SUV,Cox Town,Ramamurthy Nagar,266,80,NA,NA,No,NA,342,Cash,33,4,3.7
01-07-2024,12.46.00 PM,CNR5893227620,Success,CID724717,Mini,Electronic City,Padmanabhanagar,70,140,NA,NA,No,NA,665,Cash,24,3.9,3.3
14-07-2024,10.12.00 AM,CNR2900227014,Success,CID843412,Mini,Mysore Road,Banashankari,203,115,NA,NA,No,NA,217,Cash,6,4.4,4.4
24-07-2024,11.31.00 PM,CNR4369876269,Success,CID654749,Prime Sedan,Frazer Town,Bannerghatta Road,63,140,NA,NA,No,NA,358,Credit Card,36,4.6,3.2
17-07-2024,2.34.00 AM,CNR6315774432,Success,CID778590,eBike,Hennur,Kengeri,133,60,NA,NA,Yes,Other Issue,206,Cash,17,3.5,4.5
16-07-2024,1.35.00 AM,CNR6359719407,Canceled by Customer,CID132002,Auto,Kammanahalli,Peenya,NA,NA,Driver is not moving towards pickup location,NA,NA,NA,336,NA,0,0,0
12-07-2024,5.46.00 PM,CNR9415043355,Success,CID955162,Prime Sedan,Padmanabhanagar,Bellandur,63,140,NA,NA,No,NA,474,UPI,10,4.2,4.5
26-07-2024,2.13.00 PM,CNR7333194442,Success,CID563302,Mini,Indiranagar,JP Nagar,217,50,NA,NA,Yes,Other Issue,360,UPI,39,5,4.3
05-07-2024,1.55.00 PM,CNR5730003067,Success,CID180372,Bike,Sahakar Nagar,Shantinagar,294,55,NA,NA,No,NA,157,UPI,27,3.6,3.4
26-07-2024,8.46.00 AM,CNR7722077781,Canceled by Driver,CID390559,Prime Sedan,Ulsoor,Nagarbhavi,NA,NA,NA,Personal & Car related issue,NA,NA,644,NA,0,0,0
09-07-2024,5.21.00 PM,CNR8202988828,Success,CID880766,Prime Plus,Indiranagar,Kadugodi,140,55,NA,NA,No,NA,379,UPI,36,4.5,3.6
08-07-2024,3.05.00 PM,CNR2038802889,Success,CID888203,Prime SUV,Ramamurthy Nagar,Ulsoor,91,80,NA,NA,No,NA,451,Cash,8,3.9,4.7
09-07-2024,1.28.00 AM,CNR2100101481,Canceled by Customer,CID479845,Mini,Rajarajeshwari Nagar,Marathahalli,NA,NA,Driver is not moving towards pickup location,NA,NA,NA,2681,NA,0,0,0
10-07-2024,6.15.00 AM,CNR1407287806,Canceled by Driver,CID963222,eBike,Langford Town,Sahakar Nagar,NA,NA,NA,Customer related issue,NA,NA,577,NA,0,0,0
16-07-2024,6.03.00 PM,CNR5232169923,Canceled by Driver,CID656452,Prime SUV,JP Nagar,Magadi Road,NA,NA,NA,Customer was coughing/sick,NA,NA,150,NA,0,0,0
23-07-2024,10.36.00 AM,CNR2926147753,Canceled by Driver,CID297119,Prime Sedan,Bellandur,Hosur Road,NA,NA,NA,More than permitted people in there,NA,NA,260,NA,0,0,0
28-07-2024,4.45.00 AM,CNR8926994709,Success,CID335950,Bike,Ulsoor,Koramangala,175,100,NA,NA,No,NA,830,Cash,17,3.1,3.4
18-07-2024,2.29.00 PM,CNR2362099931,Success,CID233154,Prime Plus,Kengeri,Marathahalli,259,130,NA,NA,No,NA,218,Cash,47,3.5,4.1
01-07-2024,8.14.00 PM,CNR8825504314,Success,CID947173,Bike,Hebbal,Malleshwaram,112,140,NA,NA,No,NA,180,UPI,21,4.6,4.8
16-07-2024,6.34.00 PM,CNR3690929103,Success,CID545970,Prime SUV,Bellandur,Mysore Road,91,105,NA,NA,No,NA,100,UPI,43,3.3,3.7
26-07-2024,3.04.00 PM,CNR5273898512,Success,CID888630,Prime Plus,KR Puram,HSR Layout,273,130,NA,NA,No,NA,375,Cash,37,3.6,3
03-07-2024,5.16.00 AM,CNR9724333556,Success,CID203481,eBike,Hebbal,Kengeri,168,60,NA,NA,No,NA,939,Cash,43,4.3,3.3
12-07-2024,11.52.00 AM,CNR7566830663,Success,CID293107,Prime Sedan,Yeshwanthpur,Whitefield,287,115,NA,NA,No,NA,207,Cash,10,4.7,3.2
20-07-2024,9.07.00 PM,CNR7822711041,Success,CID457076,Prime SUV,Rajarajeshwari Nagar,Hulimavu,196,115,NA,NA,No,NA,959,Cash,20,3.6,3.7
06-07-2024,9.53.00 PM,CNR5652451203,Driver Not Found,CID429255,Prime SUV,HSR Layout,Varthur,NA,NA,NA,NA,NA,NA,434,NA,0,0,0
29-07-2024,10.30.00 AM,CNR2458194211,Canceled by Driver,CID761556,Auto,Ramamurthy Nagar,Yeshwanthpur,NA,NA,NA,Customer was coughing/sick,NA,NA,1181,NA,0,0,0
12-07-2024,9.53.00 PM,CNR9573102534,Canceled by Driver,CID555170,Prime Plus,Peenya,Yelahanka,NA,NA,NA,Customer related issue,NA,NA,450,NA,0,0,0
15-07-2024,1.37.00 AM,CNR2671538988,Success,CID990226,eBike,Banashankari,Richmond Town,168,85,NA,NA,No,NA,333,Cash,6,3.8,4.6
04-07-2024,5.17.00 AM,CNR1930983760,Success,CID489167,Prime Sedan,KR Puram,Devanahalli,301,110,NA,NA,No,NA,130,UPI,9,4.9,3.3
29-07-2024,9.05.00 AM,CNR1576690644,Success,CID770225,Auto,Indiranagar,Langford Town,161,80,NA,NA,No,NA,144,Cash,10,4.1,3.5
08-07-2024,8.50.00 AM,CNR6687046527,Success,CID484756,Auto,Nagarbhavi,Magadi Road,147,50,NA,NA,No,NA,961,UPI,2,4.3,3.8
03-07-2024,10.38.00 PM,CNR5214223947,Canceled by Customer,CID288996,Prime Sedan,Majestic,Malleshwaram,NA,NA,Driver asked to cancel,NA,NA,NA,604,NA,0,0,0
26-07-2024,9.06.00 AM,CNR3696598594,Success,CID422381,Auto,Majestic,Kadugodi,91,85,NA,NA,No,NA,342,UPI,1,4.3,3.9
02-07-2024,12.23.00 AM,CNR8589920790,Canceled by Customer,CID488426,Mini,Malleshwaram,Kammanahalli,NA,NA,Driver is not moving towards pickup location,NA,NA,NA,409,NA,0,0,0
24-07-2024,9.00.00 PM,CNR3050266121,Success,CID254802,Prime Sedan,Marathahalli,Kengeri,105,25,NA,NA,No,NA,489,UPI,12,4.7,4.2
02-07-2024,10.06.00 PM,CNR8248650136,Canceled by Driver,CID831076,Auto,Kammanahalli,JP Nagar,NA,NA,NA,Personal & Car related issue,NA,NA,929,NA,0,0,0
21-07-2024,7.09.00 PM,CNR8277565872,Success,CID243551,Mini,BTM Layout,Basavanagudi,133,45,NA,NA,No,NA,346,Cash,22,4.2,3.3
23-07-2024,11.25.00 PM,CNR8229656349,Success,CID350287,Mini,Rajajinagar,Kengeri,259,120,NA,NA,No,NA,793,Credit Card,9,3.6,3.8
24-07-2024,11.37.00 AM,CNR2972442433,Success,CID970989,Prime Sedan,Rajajinagar,Basavanagudi,224,65,NA,NA,No,NA,469,UPI,28,4.3,3.5
03-07-2024,6.23.00 AM,CNR7109314308,Success,CID452595,eBike,Rajarajeshwari Nagar,Chickpet,161,95,NA,NA,No,NA,233,UPI,40,3.7,4.1
20-07-2024,1.43.00 AM,CNR9633582377,Canceled by Driver,CID798617,Prime Plus,JP Nagar,Sarjapur Road,NA,NA,NA,Customer was coughing/sick,NA,NA,401,NA,0,0,0
13-07-2024,8.30.00 PM,CNR7314215778,Success,CID460519,Auto,Malleshwaram,Electronic City,175,55,NA,NA,No,NA,207,UPI,4,4.8,5
25-07-2024,10.37.00 AM,CNR8070363718,Canceled by Driver,CID676697,Prime Sedan,Frazer Town,Indiranagar,NA,NA,NA,Customer was coughing/sick,NA,NA,351,NA,0,0,0
18-07-2024,4.11.00 AM,CNR7643459345,Success,CID709679,Bike,Ulsoor,KR Puram,140,45,NA,NA,No,NA,402,Cash,2,4.9,3.1
30-07-2024,1.41.00 PM,CNR5920793060,Success,CID374655,Prime Plus,Hennur,KR Puram,175,50,NA,NA,No,NA,624,UPI,38,3.4,4.7
29-07-2024,11.29.00 PM,CNR3558335067,Canceled by Driver,CID994763,Mini,RT Nagar,Electronic City,NA,NA,NA,Customer related issue,NA,NA,945,NA,0,0,0
02-07-2024,7.37.00 PM,CNR5902195430,Success,CID485857,Prime Sedan,Shantinagar,Hosur Road,56,135,NA,NA,No,NA,295,UPI,28,3.3,3.8
26-07-2024,8.41.00 AM,CNR6938164723,Canceled by Customer,CID616438,Auto,RT Nagar,Chickpet,NA,NA,Driver is not moving towards pickup location,NA,NA,NA,718,NA,0,0,0
